Price,Close,High,Low,Open,Volume,Ticker
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,
Date,,,,,,
2015-05-14,42.04894256591797,42.13524860018815,41.453419735415544,41.453419735415544,32980900,MSFT
2015-05-15,41.686439514160156,42.212914751193075,41.470671190285245,42.17839102920588,28642700,MSFT
2015-05-18,41.436153411865234,41.61740133211435,41.09092601956425,41.41026226284271,24136500,MSFT
2015-05-19,41.33192443847656,41.53172106173754,40.98445003312436,41.3145503868328,28574800,MSFT
2015-05-20,41.33192443847656,41.6359620578386,41.06263160864053,41.166872604741584,25047900,MSFT
2015-05-21,41.19292068481445,41.34928379279964,40.836761008572765,41.07130567055055,22410700,MSFT
2015-05-22,40.7412109375,41.13211541496468,40.671714746277345,41.08868195233091,25720600,MSFT
2015-05-26,40.4719123840332,40.723831070576935,40.124438105092864,40.68039761414947,29581900,MSFT
2015-05-27,41.35797119140625,41.49696024822346,40.49797412413944,40.67171127360107,27335600,MSFT
2015-05-28,41.21897888183594,41.71412756478312,41.16685674698246,41.262412337333714,19283700,MSFT
2015-05-29,40.70646286010742,41.32322664556098,40.47191818526717,41.20161162462769,36519600,MSFT
2015-06-01,41.02786636352539,41.49695562063251,40.49796960795181,40.880191956895445,28837300,MSFT
2015-06-02,40.758575439453125,41.13210912575865,40.497971389736776,40.767264118907825,21498300,MSFT
2015-06-03,40.69777297973633,41.4709031727225,40.671713565664675,41.14948826828889,28002200,MSFT
2015-06-04,40.2721061706543,40.967051248031,40.13311715517896,40.64563977107419,27745500,MSFT
2015-06-05,40.08100891113281,40.411109179855046,39.820404831093434,40.22868665520355,25438100,MSFT
2015-06-08,39.724853515625,40.33293197718091,39.67273136848786,40.22000231526428,22121600,MSFT
2015-06-09,39.65535354614258,39.90726892788148,39.490301766586256,39.75090582817572,24406100,MSFT
2015-06-10,40.48928451538086,40.68039569114003,39.690095037100825,39.776965259609604,28417400,MSFT
2015-06-11,40.34160614013672,40.75857326014019,40.07231673912454,40.53271731279835,27347800,MSFT
2015-06-12,39.93333053588867,40.36767173096682,39.872523033678554,40.150501133427746,23931000,MSFT
2015-06-15,39.507686614990234,39.655364388984935,39.108093390376176,39.48162719583407,33254500,MSFT
2015-06-16,39.811710357666016,40.16786995879433,39.351306497358756,39.39473994847003,27070300,MSFT
2015-06-17,39.93333053588867,40.020197449400165,39.40343374769167,39.724845304196606,28704100,MSFT
2015-06-18,40.5848388671875,40.65433172931786,40.10706094234103,40.15049770915256,32658300,MSFT
2015-06-19,40.0462532043457,40.68039420736972,39.95070093371143,40.64564611963361,63837000,MSFT
2015-06-22,40.159175872802734,40.58483158940162,40.098368386682814,40.24604607708795,20318100,MSFT
2015-06-23,39.88121795654297,40.20262959007004,39.62929920772609,40.072329188577996,25896500,MSFT
2015-06-24,39.646663665771484,40.176560452755425,39.56848211828598,39.67272307701321,34890900,MSFT
2015-06-25,39.65535354614258,40.01151320352561,39.52504985846763,39.98545047773436,20616000,MSFT
2015-06-26,39.31657409667969,40.20263077064189,39.116777490849174,39.65536310353445,49835300,MSFT
2015-06-29,38.543434143066406,39.290501478789565,38.53474877780084,39.12545302866287,34081700,MSFT
2015-06-30,38.352333068847656,38.84748182059178,38.169907228394,38.838793140028855,35945400,MSFT
2015-07-01,38.612937927246094,39.29050921929046,38.308897062891255,38.621623294222736,28343900,MSFT
2015-07-02,38.56950759887695,38.87354517417615,38.274155391260145,38.63900048161918,21752000,MSFT
2015-07-06,38.560821533203125,38.63900310269222,38.17860236779047,38.18728773606203,23034000,MSFT
2015-07-07,38.482635498046875,38.64768729990467,37.63132701448863,38.51738359462335,36435800,MSFT
2015-07-08,38.430503845214844,39.00383399240057,38.24807805593229,38.604237642611906,39785900,MSFT
2015-07-09,38.67374801635742,39.28182647185657,38.65637396748476,38.87354460775153,32424700,MSFT
2015-07-10,38.751914978027344,39.21231550151455,38.71716689337479,39.099385883273634,25465800,MSFT
2015-07-13,39.559810638427734,39.629303530718616,39.04728771695669,39.07334713734558,28178300,MSFT
2015-07-14,39.62929153442383,39.92464369321656,39.360002101891965,39.48161711190771,22880300,MSFT
2015-07-15,39.75090408325195,39.863833720029,39.464240622215186,39.68141121630012,26629600,MSFT
2015-07-16,40.53272247314453,40.55878188591242,39.93333278315941,39.96807756226308,26271700,MSFT
2015-07-17,40.49797439575195,40.63696345350133,40.18524818737571,40.43716689009663,29467100,MSFT
2015-07-20,40.758575439453125,40.94100125663882,40.34160829715491,40.52403411434061,30631900,MSFT
2015-07-21,41.07129669189453,41.11473345643067,40.37635153819477,40.6369555566122,42781900,MSFT
2015-07-22,39.559810638427734,40.767279051615084,39.26445839022812,39.47294038086226,59152400,MSFT
2015-07-23,40.05495834350586,40.15919933579139,39.17758699329856,39.32526476998435,33934000,MSFT
2015-07-24,39.90726852416992,40.23736876618276,39.785653517575824,39.88120911240273,32333200,MSFT
2015-07-27,39.39475631713867,39.9680867258042,39.30788937882259,39.907279206230676,39701400,MSFT
2015-07-28,39.38605499267578,39.64665901580905,38.90828039797147,39.59454019943836,34328900,MSFT
2015-07-29,40.2113151550293,40.63696773951042,39.316569894747765,39.4381882326461,40945900,MSFT
2015-07-30,40.72383117675781,41.1755464150539,39.89858224744304,40.185245711619984,39777900,MSFT
2015-07-31,40.56747055053711,41.149486193868164,40.39373340004288,41.079993321926786,31201500,MSFT
2015-08-03,40.66301345825195,40.828061877142304,40.350287347714875,40.81068783613919,24125900,MSFT
2015-08-04,41.29715347290039,41.44482785947689,40.550086234605985,40.61089372481509,33403900,MSFT
2015-08-05,41.33192443847656,42.05292935600433,41.297176335189036,41.67939553006724,26959700,MSFT
2015-08-06,40.49797439575195,41.49696052653599,40.24605900679156,41.444838387219775,27368000,MSFT
2015-08-07,40.60220718383789,40.636951953121965,40.18523681483308,40.2981664278452,19163000,MSFT
2015-08-10,41.11473846435547,41.25372751202479,40.689082641878,40.78463823348071,23079900,MSFT
2015-08-11,40.3155632019043,40.7759639636782,39.87253649144885,40.67172296952894,29237400,MSFT
2015-08-12,40.60220718383789,40.74119620225296,39.707462271141246,40.12442932638646,30181400,MSFT
2015-08-13,40.593528747558594,40.91494031240261,40.385046824217774,40.88019553435275,22627200,MSFT
2015-08-14,40.82807922363281,40.91494615179575,40.41111200368106,40.419797370992995,21473400,MSFT
2015-08-17,41.106056213378906,41.21898586782116,40.45454432921027,40.66302959019899,21099700,MSFT
2015-08-18,41.333404541015625,41.47331015462979,40.83499058403934,40.95740757900012,23574100,MSFT
2015-08-19,40.756282806396484,41.16725689821132,40.48521429159767,40.90493102264573,31485500,MSFT
2015-08-20,39.92558670043945,40.63386046664356,39.92558670043945,40.28409490257969,36238200,MSFT
2015-08-21,37.660884857177734,39.768215421429176,37.660884857177734,39.6108211605628,70053100,MSFT
2015-08-24,36.44544219970703,37.3285956349211,34.731597842182964,35.36991732221144,88753700,MSFT
2015-08-25,35.38740921020508,37.80952773638869,35.31745473904856,37.22367071509757,70616600,MSFT
2015-08-26,37.34607696533203,37.45975128046851,35.90330143652586,36.733988861166466,63408000,MSFT
