Price,Close,High,Low,Open,Volume,Ticker
Ticker,^OEX,^OEX,^OEX,^OEX,^OEX,
Date,,,,,,
2015-05-14,932.8900146484375,933.0599975585938,923.0499877929688,923.0499877929688,3225740000,^OEX
2015-05-15,933.1199951171875,934.0399780273438,930.8699951171875,933.1400146484375,3092080000,^OEX
2015-05-18,935.2000122070312,936.6199951171875,931.969970703125,932.3800048828125,2888190000,^OEX
2015-05-19,935.3699951171875,937.4299926757812,933.5599975585938,935.239990234375,3296030000,^OEX
2015-05-20,934.4299926757812,938.22998046875,932.6099853515625,935.3200073242188,3025880000,^OEX
2015-05-21,936.7999877929688,938.4400024414062,932.9299926757812,934.2999877929688,3070460000,^OEX
2015-05-22,934.0800170898438,937.0599975585938,934.0800170898438,936.6400146484375,2571860000,^OEX
2015-05-26,924.5499877929688,933.8800048828125,922.0900268554688,933.8800048828125,3342130000,^OEX
2015-05-27,933.3800048828125,934.7000122070312,924.8200073242188,924.8200073242188,3127960000,^OEX
2015-05-28,932.52001953125,933.1500244140625,928.969970703125,932.9000244140625,2980350000,^OEX
2015-05-29,926.1099853515625,932.4000244140625,925.1699829101562,932.4000244140625,3927390000,^OEX
2015-06-01,928.1599731445312,931.530029296875,924.3800048828125,926.6500244140625,3011710000,^OEX
2015-06-02,927.1699829101562,931.02001953125,922.25,927.5900268554688,3049350000,^OEX
2015-06-03,930.1199951171875,934.0599975585938,927.5700073242188,927.5700073242188,3099980000,^OEX
2015-06-04,922.1599731445312,930.2100219726562,920.8200073242188,929.739990234375,3200050000,^OEX
2015-06-05,919.9000244140625,924.6099853515625,917.969970703125,921.989990234375,3243690000,^OEX
2015-06-08,914.3900146484375,920.0700073242188,914.0800170898438,919.7899780273438,2917150000,^OEX
2015-06-09,915.22998046875,917.739990234375,911.1500244140625,914.3099975585938,3034580000,^OEX
2015-06-10,926.9000244140625,928.4500122070312,915.510009765625,915.510009765625,3414320000,^OEX
2015-06-11,928.469970703125,931.4000244140625,927.22998046875,927.22998046875,3128600000,^OEX
2015-06-12,921.47998046875,927.9400024414062,919.8300170898438,927.9400024414062,2719400000,^OEX
2015-06-15,916.8499755859375,920.469970703125,911.6199951171875,920.469970703125,3061570000,^OEX
2015-06-16,922.22998046875,923.0399780273438,915.5900268554688,916.7999877929688,2919900000,^OEX
2015-06-17,923.9500122070312,926.9400024414062,918.9299926757812,922.5700073242188,3222240000,^OEX
2015-06-18,933.1599731445312,935.489990234375,924.3400268554688,924.3400268554688,3520360000,^OEX
2015-06-19,927.6300048828125,933.3099975585938,927.3099975585938,933.0700073242188,4449810000,^OEX
2015-06-22,933.4299926757812,936.6900024414062,928.6199951171875,928.6199951171875,3030020000,^OEX
2015-06-23,934.969970703125,936.5599975585938,932.7899780273438,933.52001953125,3091190000,^OEX
2015-06-24,928.219970703125,935.8599853515625,928.219970703125,934.7100219726562,3102480000,^OEX
2015-06-25,925.1900024414062,932.27001953125,925.1900024414062,928.969970703125,3214610000,^OEX
2015-06-26,925.0700073242188,928.8800048828125,922.1500244140625,925.4600219726562,5025470000,^OEX
2015-06-29,906.1699829101562,923.6099853515625,905.6900024414062,923.6099853515625,3678960000,^OEX
2015-06-30,908.260009765625,913.1799926757812,905.1199951171875,907.6300048828125,4078540000,^OEX
2015-07-01,914.1500244140625,916.77001953125,909.7899780273438,909.7899780273438,3727260000,^OEX
2015-07-02,913.77001953125,917.469970703125,911.3699951171875,914.3800048828125,2996540000,^OEX
2015-07-06,910.780029296875,914.9400024414062,905.6500244140625,912.6699829101562,3486360000,^OEX
2015-07-07,915.5599975585938,916.739990234375,899.3499755859375,911.0700073242188,4458660000,^OEX
2015-07-08,900.7999877929688,914.0599975585938,900.0499877929688,914.0599975585938,3608780000,^OEX
2015-07-09,902.7100219726562,913.239990234375,902.3900146484375,902.3900146484375,3446810000,^OEX
2015-07-10,914.2999877929688,916.5999755859375,903.1699829101562,903.1699829101562,3065070000,^OEX
2015-07-13,925.260009765625,925.7000122070312,915.9299926757812,915.9299926757812,3096730000,^OEX
2015-07-14,929.9400024414062,931.47998046875,924.6099853515625,925.489990234375,3002120000,^OEX
2015-07-15,930.780029296875,933.8200073242188,928.5700073242188,929.9600219726562,3261810000,^OEX
2015-07-16,938.969970703125,939.0499877929688,932.25,932.25,3227080000,^OEX
2015-07-17,943.27001953125,943.3400268554688,939.5,940.97998046875,3362750000,^OEX
2015-07-20,945.6099853515625,947.8499755859375,943.010009765625,943.3499755859375,3245870000,^OEX
2015-07-21,941.0999755859375,945.739990234375,939.510009765625,945.1300048828125,3343690000,^OEX
2015-07-22,937.1599731445312,940.6799926757812,935.0700073242188,940.5599975585938,3694070000,^OEX
2015-07-23,931.260009765625,938.0,929.719970703125,937.010009765625,3772810000,^OEX
2015-07-24,921.2100219726562,934.219970703125,920.3400268554688,931.3099975585938,3870040000,^OEX
2015-07-27,916.6500244140625,920.7100219726562,914.6300048828125,920.7100219726562,3836750000,^OEX
2015-07-28,928.010009765625,929.1500244140625,917.9600219726562,917.9600219726562,4117740000,^OEX
2015-07-29,934.780029296875,936.3599853515625,928.8300170898438,928.9099731445312,4038900000,^OEX
2015-07-30,934.6699829101562,935.6799926757812,928.5,933.9600219726562,3579410000,^OEX
2015-07-31,931.1300048828125,936.8099975585938,930.4400024414062,936.0999755859375,3681340000,^OEX
2015-08-03,928.5900268554688,932.3900146484375,923.27001953125,931.5700073242188,3476770000,^OEX
2015-08-04,925.219970703125,929.1199951171875,923.0599975585938,928.3099975585938,3546710000,^OEX
2015-08-05,927.25,933.0399780273438,925.8599853515625,925.8599853515625,3968680000,^OEX
2015-08-06,919.469970703125,929.3300170898438,916.530029296875,927.75,4246570000,^OEX
2015-08-07,916.3200073242188,918.9000244140625,911.6500244140625,918.9000244140625,3602320000,^OEX
2015-08-10,927.469970703125,928.0999755859375,917.6799926757812,917.6799926757812,3514460000,^OEX
2015-08-11,917.6500244140625,927.280029296875,914.4000244140625,927.280029296875,3708880000,^OEX
2015-08-12,918.969970703125,920.2100219726562,903.2999877929688,916.8200073242188,4269130000,^OEX
2015-08-13,917.3699951171875,922.1199951171875,915.2899780273438,919.1400146484375,3221300000,^OEX
2015-08-14,920.75,921.25,916.1500244140625,917.3300170898438,2795590000,^OEX
2015-08-17,924.97998046875,925.22998046875,915.1599731445312,920.3099975585938,2867690000,^OEX
2015-08-18,922.239990234375,925.469970703125,921.0900268554688,924.8499755859375,2949990000,^OEX
2015-08-19,914.47998046875,922.3400268554688,910.739990234375,921.6599731445312,3512920000,^OEX
2015-08-20,895.2000122070312,913.6400146484375,895.2000122070312,913.6400146484375,3922470000,^OEX
2015-08-21,864.77001953125,894.8300170898438,864.77001953125,894.8300170898438,5018240000,^OEX
2015-08-24,830.7899780273438,862.77001953125,809.5700073242188,862.77001953125,6622690000,^OEX
2015-08-25,819.5800170898438,857.239990234375,819.22998046875,832.8599853515625,5183560000,^OEX
2015-08-26,854.6900024414062,855.97998046875,822.0700073242188,822.0700073242188,5348250000,^OEX
2015-08-27,875.3800048828125,875.6400146484375,855.260009765625,855.260009765625,5006390000,^OEX
2015-08-28,875.5800170898438,877.5900268554688,869.3699951171875,874.719970703125,3949080000,^OEX
2015-08-31,868.219970703125,874.989990234375,864.9000244140625,874.989990234375,3915100000,^OEX
2015-09-01,841.77001953125,867.5499877929688,837.0599975585938,867.5499877929688,4371850000,^OEX
2015-09-02,858.7000122070312,858.739990234375,842.4099731445312,842.4099731445312,3742620000,^OEX
2015-09-03,858.3699951171875,869.5800170898438,855.510009765625,859.489990234375,3520700000,^OEX
2015-09-04,844.77001953125,857.0800170898438,840.0399780273438,857.0800170898438,3167090000,^OEX
2015-09-08,866.030029296875,866.510009765625,847.3599853515625,847.3599853515625,3548650000,^OEX
2015-09-09,853.4099731445312,874.8699951171875,851.4199829101562,866.6300048828125,3652120000,^OEX
2015-09-10,859.1500244140625,864.719970703125,851.6900024414062,853.22998046875,3626320000,^OEX
2015-09-11,863.010009765625,863.010009765625,853.52001953125,858.8900146484375,3218590000,^OEX
2015-09-14,859.75,864.3800048828125,857.260009765625,864.3599853515625,3000200000,^OEX
2015-09-15,871.530029296875,874.030029296875,860.6799926757812,860.6799926757812,3239860000,^OEX
2015-09-16,878.469970703125,879.3699951171875,871.0999755859375,871.489990234375,3630680000,^OEX
2015-09-17,875.52001953125,889.260009765625,873.9400024414062,878.5,4183790000,^OEX
2015-09-18,861.3699951171875,875.4400024414062,859.4600219726562,875.4400024414062,6021240000,^OEX
2015-09-21,865.77001953125,870.7999877929688,860.2999877929688,862.6099853515625,3269350000,^OEX
2015-09-22,856.239990234375,863.77001953125,849.7899780273438,863.77001953125,3808260000,^OEX
2015-09-23,854.8099975585938,859.3900146484375,851.8800048828125,856.510009765625,3190530000,^OEX
2015-09-24,852.3400268554688,854.5800170898438,841.5700073242188,853.3900146484375,4091530000,^OEX
2015-09-25,851.9000244140625,861.8699951171875,847.6900024414062,853.8400268554688,3721870000,^OEX
2015-09-28,831.6500244140625,850.9299926757812,830.5399780273438,850.9299926757812,4326660000,^OEX
2015-09-29,832.5499877929688,839.719970703125,826.72998046875,831.6699829101562,4132390000,^OEX
2015-09-30,848.260009765625,848.260009765625,833.6400146484375,833.6400146484375,4525070000,^OEX
2015-10-01,850.3499755859375,851.47998046875,839.9400024414062,847.9400024414062,3983600000,^OEX
2015-10-02,862.27001953125,862.27001953125,836.5800170898438,849.3499755859375,4378570000,^OEX
2015-10-05,877.75,878.8200073242188,863.469970703125,863.469970703125,4334490000,^OEX
2015-10-06,876.030029296875,880.6099853515625,872.4000244140625,877.719970703125,4202400000,^OEX
2015-10-07,882.9500122070312,884.9000244140625,874.8300170898438,877.1199951171875,4666470000,^OEX
2015-10-08,889.780029296875,891.0599975585938,878.3800048828125,882.3499755859375,3939140000,^OEX
2015-10-09,890.8499755859375,893.0800170898438,887.4000244140625,889.9199829101562,3706900000,^OEX
2015-10-12,891.9099731445312,892.3900146484375,888.760009765625,891.1699829101562,2893250000,^OEX
2015-10-13,886.8800048828125,894.260009765625,886.030029296875,891.0499877929688,3401920000,^OEX
2015-10-14,882.25,888.8900146484375,880.6900024414062,886.7100219726562,3644590000,^OEX
2015-10-15,896.52001953125,896.7100219726562,883.4099731445312,883.4099731445312,3746290000,^OEX
2015-10-16,901.239990234375,901.4000244140625,895.47998046875,896.5499877929688,3595430000,^OEX
2015-10-19,901.8699951171875,902.22998046875,896.1300048828125,900.6900024414062,3287320000,^OEX
2015-10-20,899.6300048828125,903.4400024414062,897.719970703125,901.77001953125,3331500000,^OEX
2015-10-21,895.5700073242188,903.22998046875,894.8200073242188,900.8200073242188,3627790000,^OEX
2015-10-22,911.6699829101562,912.75,896.8499755859375,896.8499755859375,4430850000,^OEX
2015-10-23,925.719970703125,928.510009765625,915.0399780273438,915.0399780273438,4108460000,^OEX
2015-10-26,924.239990234375,925.8800048828125,922.3900146484375,925.719970703125,3385800000,^OEX
2015-10-27,922.5900268554688,925.0499877929688,920.0700073242188,923.489990234375,4216880000,^OEX
2015-10-28,933.5700073242188,933.5800170898438,921.1900024414062,922.8499755859375,4698110000,^OEX
2015-10-29,933.0900268554688,934.5900268554688,930.3900146484375,932.989990234375,4008940000,^OEX
2015-10-30,926.739990234375,934.1699829101562,926.72998046875,933.1799926757812,4256200000,^OEX
2015-11-02,937.7000122070312,938.5,927.27001953125,927.3400268554688,3760020000,^OEX
2015-11-03,941.1799926757812,944.219970703125,934.9099731445312,937.2999877929688,4272060000,^OEX
2015-11-04,938.0,943.4400024414062,935.6400146484375,941.5900268554688,4078870000,^OEX
2015-11-05,936.5399780273438,941.239990234375,933.0700073242188,937.52001953125,4051890000,^OEX
2015-11-06,937.5700073242188,938.0399780273438,930.2000122070312,936.1900024414062,4369020000,^OEX
2015-11-09,928.25,936.5,923.8099975585938,936.5,3882350000,^OEX
2015-11-10,929.0900268554688,930.27001953125,923.9000244140625,927.8400268554688,3821440000,^OEX
2015-11-11,926.9600219726562,932.9000244140625,926.8900146484375,929.5900268554688,3692410000,^OEX
