Date,Close,High,Low,Open,Volume,Ticker
2015-05-14,80.9883041381836,81.46604825339557,78.30096501409446,78.56970272330626,49438000,META
2015-05-15,80.0427474975586,81.13758587254596,79.80387546514072,81.02810886929171,27069900,META
2015-05-18,80.50059509277344,80.99824962928723,79.85365027018997,79.95317965877162,21613700,META
2015-05-19,80.25177001953125,81.30680282944914,80.1721510626516,80.86886439538489,17955400,META
2015-05-20,80.17214965820312,80.71956509758806,79.08725880925965,80.09252310911255,23056900,META
2015-05-21,80.10247802734375,80.54040885849695,79.70435287698167,79.81383748317138,13402700,META
2015-05-22,80.16219329833984,80.92857793999512,79.87355275720574,79.97308214534719,19567900,META
2015-05-26,78.95787048339844,80.22190966331856,78.70904321546408,80.05270894358853,16321300,META
2015-05-27,80.17214965820312,80.28163426480124,79.05740075175211,79.22660147336532,14160900,META
2015-05-28,79.7740249633789,80.6897075023494,79.62472708138017,79.87355435350949,11982000,META
2015-05-29,78.81853485107422,79.69440417862846,78.50998384766255,79.5749643456685,16134600,META
2015-06-01,79.91336822509766,80.00294239880243,78.29101713239643,78.92801434631629,18119000,META
2015-06-02,80.06266784667969,80.96839519498646,79.18679096331691,79.38585734299296,18923300,META
2015-06-03,82.05328369140625,82.14285786444653,80.86886344605784,80.96839283619339,31775000,META
2015-06-04,81.66511535644531,82.56088747884401,81.12764752684257,81.75468953124283,20863900,META
2015-06-05,81.75468444824219,82.07318303928534,81.12764248282751,81.48595434695173,16143100,META
2015-06-08,80.29158020019531,81.61534307497423,79.75411239554208,81.43618714008983,16915500,META
2015-06-09,80.29158020019531,80.80914516479716,78.947914485365,80.22190886960723,16497500,META
2015-06-10,81.77459716796875,82.21252799689407,80.43092384313172,80.45083427703163,21531200,META
2015-06-11,81.4461441040039,82.5111245193266,80.97834761990414,81.92388821153997,18656800,META
2015-06-12,81.14755249023438,81.70492317539043,80.81909865350767,80.98830697744953,11417900,META
2015-06-15,80.33140563964844,80.55037488140277,79.69440835105762,80.17216011430406,18805100,META
2015-06-16,80.67975616455078,81.12764983208288,80.07261698387394,80.44088409803064,13693700,META
2015-06-17,81.40633392333984,81.83431714914309,80.95844026269592,81.37647586468478,18350300,META
2015-06-18,82.52108001708984,82.7997653463682,81.18736189233607,81.25703322465567,26782600,META
2015-06-19,82.12295532226562,82.59075181056876,81.73478538380255,82.4414539280201,23353200,META
2015-06-22,84.34249877929688,84.57142323457704,82.9192063314073,83.0187433254635,29383100,META
2015-06-23,87.46775817871094,87.55733994352279,84.36239874587025,84.56145752206574,50667900,META
2015-06-24,88.44316101074219,88.83133092494259,87.03977163355206,87.24879321221867,41370200,META
2015-06-25,87.56730651855469,88.98064375623758,87.4279562448164,88.84130107610584,27302000,META
2015-06-26,87.59715270996094,87.92559892941996,86.42268771255887,87.70663731431578,38214600,META
2015-06-29,85.39752197265625,87.08954436866229,85.32785064090555,86.20371989628664,35957900,META
2015-06-30,85.36766052246094,86.29329831475819,85.16860173440807,86.19376892073176,23016500,META
2015-07-01,86.50231170654297,87.53742641853319,86.08427614152563,86.36296145580033,25260000,META
2015-07-02,86.88053894042969,87.02983683564747,85.93499066645468,86.99002355734896,16908800,META
2015-07-06,87.13931274414062,87.77630994604438,85.98475056968657,86.08427995868297,24635900,META
2015-07-07,86.81085968017578,87.43790167054418,84.83019672560407,87.3881407724166,33059900,META
2015-07-08,85.24822998046875,86.34306852371975,85.04916359485556,85.88522722721865,24399300,META
2015-07-09,85.47714233398438,87.18907519214264,85.24822549458284,86.32316113951093,23307400,META
2015-07-10,87.53742980957031,87.80616751132081,86.36296480134088,86.94024588533284,23245900,META
2015-07-13,89.67735290527344,89.79679273698365,88.00523322936148,88.24411289278189,29976700,META
2015-07-14,89.25932312011719,90.3740720798896,89.22946506118146,90.0356630268705,26627800,META
2015-07-15,89.33894348144531,90.56316937460265,89.0005344518794,89.57781552998239,30886600,META
2015-07-16,90.423828125,90.43378334197939,89.3488924993952,89.85650225486508,21804100,META
2015-07-17,94.52450561523438,94.94253361111278,92.10590421964403,92.11585943676658,54001600,META
2015-07-20,97.45072174072266,98.13747988506861,94.91268039111323,95.40037974449638,54860500,META
2015-07-21,97.92845153808594,98.77446266621664,96.68431529271581,98.48582214605815,39453300,META
2015-07-22,96.58479309082031,97.12226090000205,95.47004419841313,96.28619733229526,28299500,META
2015-07-23,94.99229431152344,96.99285995353634,94.36524477553289,96.50516066501433,29418800,META
2015-07-24,96.4952163696289,97.30142192234469,95.4302359125112,96.89334153727046,33444900,META
2015-07-27,93.72826385498047,96.15682068923492,93.38986237800084,96.12696262874924,38585400,META
2015-07-28,94.84300994873047,95.11174007842341,92.87229448775945,94.39511627443395,35236000,META
2015-07-29,96.53502655029297,96.8236670977375,94.29558109692529,95.86817128219997,64648300,META
2015-07-30,94.76337432861328,95.36055824360616,91.36937439568037,94.46478616791957,86211300,META
2015-07-31,93.56901550292969,95.87813243175634,93.50929179015925,94.50460094212947,46509000,META
2015-08-03,93.69840240478516,94.63399543205735,92.36469179396461,93.0912632181859,29343100,META
2015-08-04,93.61876678466797,94.28562961910595,92.89219543080725,93.35003668243581,20136000,META
2015-08-05,95.98760986328125,96.63455468876653,94.73351829943176,94.80318963111198,29813200,META
2015-08-06,94.67381286621094,98.27682727333071,93.97709187719634,96.7241473672175,42271300,META
2015-08-07,93.85765075683594,94.9524892433251,93.17088505088653,94.93257880899296,23199100,META
2015-08-10,93.70835876464844,95.45014979152441,93.19079374995722,95.23118056174015,21624200,META
2015-08-11,93.18083190917969,94.31548356894238,92.46420820962322,93.29031650736776,22491000,META
2015-08-12,93.74816131591797,93.99698857700184,90.76223418291136,92.26514537246214,27050500,META
2015-08-13,92.99172973632812,94.28563460682578,92.91210318567471,93.60882411348338,17451800,META
2015-08-14,93.97708892822266,94.27568471323143,92.77276575760482,93.10121960239321,15929700,META
2015-08-17,93.48938751220703,94.01690013967108,92.95191966716646,93.9770868629711,18313500,META
2015-08-18,94.72356414794922,95.40037463200112,93.5988676114301,93.6386808862103,22278800,META
2015-08-19,94.86290740966797,95.64920250591064,93.71830802536084,94.18609692135819,23251300,META
2015-08-20,90.13517761230469,94.32542745171155,90.03564823433588,93.10120167484602,44598200,META
2015-08-21,85.65629577636719,88.76166279549072,85.20840973418072,87.10944610126315,62778700,META
2015-08-24,81.70491790771484,81.70491790771484,71.66225303679471,76.66865644369389,83710700,META
2015-08-25,82.61064910888672,87.2587404350781,82.61064910888672,86.5421167218073,52021200,META
2015-08-26,86.78099822998047,87.04972833145962,82.8694333718825,85.54680954441699,45124300,META
2015-08-27,89.30909729003906,89.6375435528123,86.78101102686061,88.68204763811286,42431400,META
2015-08-28,90.58308410644531,91.05088060249807,89.36880577888857,89.45837995373823,33215900,META
2015-08-31,89.01049041748047,90.62289384428205,88.4730226085466,90.17500020670104,32850700,META
2015-09-01,86.8208236694336,88.97068756334694,86.09424462218668,86.44260131869967,36097400,META
2015-09-02,89.46833038330078,89.46833038330078,87.21892979186504,88.39339478099285,27190500,META
2015-09-03,87.73649597167969,89.39866029483478,87.31846798506683,89.33894418063453,27048200,META
2015-09-04,87.84598541259766,87.97537286502266,86.29329801546761,86.79095257747979,27328700,META
2015-09-08,89.11002349853516,89.8166920561575,88.41331015823309,89.26927660123614,27012500,META
2015-09-09,90.01575469970703,91.54853157838131,89.74701699845075,90.35415613849723,32551100,META
2015-09-10,91.54853057861328,91.62814953218493,89.20954821531888,89.64748663118769,26437400,META
2015-09-11,91.61820983886719,91.64806789824156,90.70251965428479,91.2499427215022,21185000,META
2015-09-14,91.8769760131836,92.18552698246168,91.17030749862676,91.8769760131836,20127900,META
2015-09-15,92.46421813964844,92.81257481056475,91.35942441645244,91.93670552460287,18859400,META
2015-09-16,93.01162719726562,93.16092507270373,92.1954740842901,92.46421177879976,16321200,META
2015-09-17,93.89745330810547,95.06197068233081,92.46421342180628,92.93200989614215,27841800,META
2015-09-18,93.9571762084961,94.74347127232326,92.61351050442909,92.7628007876323,62300000,META
2015-09-21,95.1017837524414,96.03736910550447,94.07660904166784,94.17614602258573,28790000,META
2015-09-22,92.52393341064453,94.23586628476119,91.48881103109478,93.33013135505298,36888900,META
2015-09-23,93.52920532226562,93.87756201826767,92.36469539837034,92.96187939060333,21701400,META
2015-09-24,93.96713256835938,94.3254368460113,91.80730612394471,92.62345925434107,29106000,META
2015-09-25,92.33482360839844,95.40037751671836,91.62815504529456,95.34066139954523,28961600,META
2015-09-28,88.79151916503906,91.85707285203655,87.7663520616821,91.64805886341473,41199900,META
2015-09-29,86.26344299316406,89.63754043488503,85.31790232950067,88.68204455342129,42281800,META
2015-09-30,89.4782943725586,89.59772661100946,87.59716068089523,88.02514392042535,36169100,META
2015-10-01,90.52336120605469,90.52336120605469,87.94551423646485,89.62758907512143,29283700,META
2015-10-02,91.63809204101562,91.76747946703149,87.955452071228,88.48296458431388,37881700,META
2015-10-05,93.56901550292969,93.82779041504548,92.22534966649114,92.5040350140658,27292500,META
2015-10-06,92.36469268798828,93.7282613714127,91.90684379398493,93.63868719232916,22172800,META
2015-10-07,91.96656799316406,93.22065966220713,90.94140077233288,92.67323658622627,24129300,META
2015-10-08,92.0362319946289,92.78271380586216,90.04561383134023,91.45895090480984,27290500,META
2015-10-09,92.80261993408203,93.30027449253491,91.80731081717629,92.46421847926493,20012900,META
2015-10-12,93.81783294677734,94.15623437800836,92.23528761252325,92.88224001214152,18449600,META
2015-10-13,93.67849731445312,94.9226337171937,93.11117141854766,93.22065602947731,19480300,META
2015-10-14,93.62873077392578,94.75342737176544,93.17088947939973,93.63868599156504,19253400,META
2015-10-15,95.5098648071289,95.84827386568575,94.4548395415695,94.54441371984251,27557500,META
2015-10-16,97.08245849609375,97.13221939901584,94.90272895817532,95.72883740146754,25412900,META
2015-10-19,98.00808715820312,98.1076165483306,96.46535503360738,96.72413752282337,23729900,META
2015-10-20,96.54499053955078,99.12283767294379,96.10705207003588,98.26687876355639,30881800,META
2015-10-21,96.65446472167969,97.71944512643289,96.0174675222164,96.91324720696339,21917800,META
2015-10-22,99.20246124267578,99.26218495537894,97.09241070278341,97.33128277277748,26392100,META
2015-10-23,101.71064758300781,102.367547693448,99.69017116161436,101.43196222745098,42809700,META
2015-10-26,103.28321838378906,103.32303165764097,101.07363863704964,101.72058345472793,25961200,META
2015-10-27,103.21355438232422,103.61167955550934,101.9196570614802,102.45712490623919,23795500,META
2015-10-28,103.7112045288086,103.98989745368071,102.43721010381621,103.41261635685424,24081500,META
2015-10-29,104.38801574707031,104.62689539863301,103.03439476263824,103.4723331968974,20316700,META
2015-10-30,101.49166870117188,104.22876868731521,101.1731700974376,104.01975469051513,33487100,META
2015-11-02,102.82537841796875,102.98463151537905,100.70537281553209,101.24284062888341,24003900,META
2015-11-03,102.09880828857422,103.16378871127507,101.91965234860558,102.73580549877254,21242300,META
2015-11-04,103.45242309570312,103.65148186442948,101.99927282190599,102.70594132257139,43469300,META
2015-11-05,108.24981689453125,110.1309504348189,107.44361138183255,108.28963016867982,63232900,META
2015-11-06,106.59759521484375,108.22990141074511,105.41318263701126,107.53318812966718,35084300,META
2015-11-09,105.9904556274414,107.74220163238526,105.36341367727414,106.49806535487504,26383500,META
2015-11-10,107.40380859375,107.64268065146881,104.74632752640584,105.46295129316805,25031700,META
2015-11-11,108.49864196777344,109.35460836063703,106.60755324880493,107.7621078013338,25057100,META
2015-11-12,107.51329040527344,108.87686666639851,107.493387563578,107.97113929393615,20924700,META
2015-11-13,103.4623794555664,107.74221168704376,103.34294722168717,107.20474385376944,30278400,META
2015-11-16,103.55195617675781,103.68134362168841,99.99870311354775,102.83533243399182,49309200,META
2015-11-17,104.63684844970703,105.70182893894521,103.65149451511992,104.12924624942028,26807200,META
2015-11-18,107.26445007324219,107.37393467326643,104.89561733207378,105.30369767645604,23836500,META
2015-11-19,105.76154327392578,107.22464881308056,105.45299230041338,106.85638172567793,25520600,META
2015-11-20,106.81658172607422,107.36400481678182,106.11986833208861,106.33882997476518,22129600,META
2015-11-23,106.44831085205078,106.96587586391426,105.58239674904283,106.68719051611372,19897200,META
2015-11-24,105.24398803710938,105.99046990416527,103.90032219513003,105.50277054389849,23577300,META
2015-11-25,104.91554260253906,106.09995534382516,104.60699159810451,105.83122521078221,15150800,META
2015-11-27,104.9553451538086,105.46295493841126,104.36811640961824,105.28379899052833,5913100,META
2015-11-30,103.75101470947266,105.60229017607823,103.2633153943019,105.3435076932179,20383200,META
2015-12-01,106.61752319335938,106.64738125408985,104.00981038120405,104.33826423645236,22781900,META
2015-12-02,105.57243347167969,107.41375374502545,105.29374814515457,106.49807121684131,24429100,META
2015-12-03,103.8903579711914,106.34877258855454,102.86519084428252,105.77149150560984,23236500,META
2015-12-04,105.68192291259766,107.22465508964942,103.62163333312164,104.3183466813093,21224700,META
2015-12-07,105.1146011352539,106.32887952705009,104.16906046943558,105.98052283930683,15474900,META
2015-12-08,105.9904556274414,106.40849118782481,103.46236980030801,103.51213828885051,20401800,META
2015-12-09,104.10933685302734,105.94070966024962,103.06426678882461,105.68192715185387,23517300,META
2015-12-10,104.92548370361328,105.90088996469699,103.92022697805425,104.55722419580474,17454300,META
2015-12-11,101.64096069335938,103.8505403573323,101.43194670867027,103.6614368056261,26427700,META
2015-12-14,104.16905212402344,104.24867107941024,100.9840585067756,101.81016686695973,24648100,META
2015-12-15,104.0595703125,105.30370669790241,103.7908326008338,104.80605214374144,21764300,META
2015-12-16,106.2890625,106.58765068170165,103.70126029055568,104.87572536323658,22680500,META
2015-12-17,105.72173309326172,107.24455479086036,105.63215132619993,106.98577230042223,21675700,META
2015-12-18,103.55195617675781,106.08998973984755,103.48228484585587,105.58238758339294,35994200,META
2015-12-21,104.27852630615234,104.65674860679658,103.11401653477031,104.41787655990922,16138800,META
2015-12-22,105.01506042480469,105.1643583016415,104.31833953076807,104.72641988788165,14597100,META
2015-12-23,104.13919830322266,105.6122592525013,103.37281356452394,105.39329001469982,19599700,META
2015-12-24,104.52735137939453,104.82594712695068,104.0097940230499,104.24866606493163,6501800,META
2015-12-28,105.43309020996094,105.48285870096034,104.03965599163911,104.52735531028979,13069700,META
2015-12-29,106.7568588256836,107.23460295304932,105.75159448367614,105.92079521238459,17179900,META
